knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K09048	95.97	full	all	0.995324	2669	2574	7130	484	6.70	0.590	cyclic AMP-responsive element-binding protein 3
K09049	564.43	full	all	0.926462	407	402	3210	782	3.95	0.590	cyclic AMP-dependent transcription factor ATF-6 beta
K09051	169.10	full	all	0.979402	176	174	3231	642	4.99	0.590	ATF/CREB family transcription factor
K09052	458.83	full	all	0.716010	523	484	1037	408	4.69	0.590	cAMP response element modulator
K09053	483.23	full	all	0.967879	449	385	1050	425	1.49	0.591	activating transcription factor 1
K09054	535.07	full	all	0.817042	628	620	3870	800	5.78	0.590	cyclic AMP-dependent transcription factor ATF-6 alpha
K09055	259.97	full	trim	0.979544	393	347	1457	467	2.29	0.590	CCAAT/enhancer binding protein (C/EBP), alpha
K09056	199.83	full	trim	0.743991	393	348	1357	253	3.00	0.590	albumin D box-binding protein
K09057	335.03	full	all	0.839428	1164	1009	3458	349	3.91	0.590	hepatic leukemia factor
K09058	425.73	full	all	0.986578	584	491	1253	397	1.52	0.590	thyrotrophic embryonic factor
K09059	188.57	full	trim	0.979474	491	443	1155	541	3.38	0.590	nuclear factor, interleukin 3 regulated
K09060	82.60	full	trim	0.987072	1076	1013	2656	492	6.30	0.590	plant G-box-binding factor
K09061	764.60	full	all	0.991326	407	407	2363	920	2.07	0.590	GC-rich sequence DNA-binding factor
K09062	161.87	full	trim	0.806747	266	256	2208	395	6.57	0.590	protein giant
K09063	845.83	full	all	0.962274	580	563	2652	758	1.62	0.590	transcription factor E2-alpha
K09064	348.87	domain	trim	0.973611	550	487	1561	340	1.56	0.590	myogenic factor 3
K09065	385.47	full	all	0.929525	228	193	480	333	1.58	0.591	N-acetylornithine carbamoyltransferase [EC:2.1.3.9]
K09066	87.57	domain	trim	0.994228	368	345	1410	241	3.33	0.590	factor in the germline alpha
K09067	90.67	domain	all	0.991431	2537	2288	4283	281	6.98	0.590	achaete-scute complex protein
K09068	135.13	full	all	0.664187	1128	991	2542	302	4.09	0.590	T-cell acute lymphocytic leukemia protein
K09069	118.27	domain	all	0.998186	1555	1104	2232	319	4.48	0.590	twist
K09070	120.00	domain	all	0.991332	620	522	1087	307	4.19	0.590	transcription factor 15
K09071	283.63	full	trim	0.935986	381	305	646	255	1.81	0.590	heart-and neural crest derivatives-expressed protein 1
K09072	147.40	domain	all	0.998450	372	324	658	208	1.55	0.591	musculin (activated B-cell factor-1)
K09073	135.27	domain	trim	0.940215	674	615	1627	301	3.41	0.590	pancreas-specific transcription factor 1a
K09074	135.33	full	all	0.986667	41	40	716	278	2.55	0.591	fungal twist-like factor
K09075	135.83	full	all	0.994084	978	679	946	198	2.10	0.590	nescient helix-loop-helix protein
K09076	146.73	full	trim	0.968934	615	601	1567	331	5.24	0.590	mesoderm posterior
K09077	151.50	domain	all	0.991859	421	369	431	250	1.87	0.590	mesogenin 1
K09078	511.80	full	all	0.978776	514	406	1232	436	1.42	0.589	neurogenic differentiation factor 2
K09079	423.67	full	trim	0.989762	532	494	718	335	1.53	0.589	neurogenic differentiation factor 4
K09080	413.67	domain	all	0.936955	538	389	1174	421	2.69	0.590	neurogenic differentiation factor 6
K09081	210.90	domain	all	0.838271	513	462	1334	287	3.89	0.590	neurogenin 1
K09082	236.20	domain	trim	0.923799	256	234	1097	262	1.83	0.590	neurogenin 2
K09083	122.47	domain	all	0.983190	1649	1542	2722	236	5.04	0.590	atonal protein 1/7
K09084	129.90	domain	all	0.997438	607	587	2408	364	3.65	0.590	atonal protein 8
K09085	181.70	full	all	0.987535	1401	1178	2297	352	3.57	0.590	class B basic helix-loop-helix protein 1/6/7
K09086	196.30	domain	all	0.990175	946	824	2031	314	2.71	0.590	class B basic helix-loop-helix protein 4/5
K09087	176.83	domain	all	0.652393	2031	1927	3018	252	6.19	0.590	hairy and enhancer of split 2/6/7
K09088	154.90	domain	all	0.989882	306	297	1253	402	3.66	0.590	hairy and enhancer of split 3
K09089	338.73	domain	all	0.875848	125	118	1237	328	3.09	0.590	hairy and enhancer of split 4
K09090	221.37	full	trim	0.405846	1105	1029	3127	374	5.57	0.590	hairy and enhancer of split, invertebrate
K09091	152.97	domain	all	0.992833	1651	1474	3001	348	3.30	0.590	hairy and enhancer of split related with YRPW motif
K09092	118.60	full	all	1.000000	400	391	1338	592	3.09	0.590	transcription factor-like 5
K09093	519.83	full	all	0.976273	1098	1086	6840	860	2.97	0.590	aryl hydrocarbon receptor
K09094	557.60	full	all	0.983147	487	483	2367	793	2.19	0.589	aryl hydrocarbon receptor repressor
K09095	955.60	domain	trim	0.966718	495	481	2604	922	2.24	0.590	hypoxia-inducible factor 2 alpha
K09096	737.03	full	all	0.976899	199	197	2515	764	1.15	0.590	hypoxia-inducible factor 3 alpha
K09097	893.67	full	all	0.831266	725	693	3363	664	1.48	0.589	aryl hydrocarbon receptor nuclear translocator
K09098	506.33	full	all	0.984815	1044	1003	5495	747	2.45	0.590	neuronal PAS domain-containing protein 1/3
K09099	923.03	full	all	0.942431	428	423	2023	696	1.67	0.590	aryl hydrocarbon receptor nuclear translocator-like protein 2
K09100	507.43	full	all	0.978508	1243	1189	5670	731	2.39	0.590	single-minded
K09101	1199.50	full	all	0.993767	411	404	4550	1501	1.78	0.590	nuclear receptor coactivator 1 [EC:2.3.1.48]
K09102	85.07	full	all	0.957261	118	113	857	253	4.57	0.590	heteromeric Ino2p/Ino4p transcription factor
K09103	211.37	full	all	0.999697	2210	1650	8444	768	2.04	0.590	early B-cell factor
K09104	122.60	domain	all	0.930842	225	222	1658	304	3.62	0.590	delilah
K09105	650.80	full	trim	0.802211	540	506	3102	608	3.01	0.590	transcription factor E3
K09106	103.93	full	all	0.995573	1211	1012	2791	431	4.30	0.590	upstream stimulatory factor
K09107	1397.30	full	all	0.993166	446	443	2958	1118	1.46	0.590	sterol regulatory element-binding transcription factor 2
K09108	104.87	full	all	0.997698	746	650	3583	390	2.83	0.590	transcription factor AP-4
K09109	371.47	full	trim	0.894203	484	469	2297	448	3.22	0.590	N-myc proto-oncogene protein
K09110	379.80	full	all	0.974534	589	564	1744	515	2.90	0.590	L-myc proto-oncogene protein
K09111	322.47	full	all	1.000000	16	16	298	195	0.53	0.590	brain expressed myelocytomatosis oncogene
K09112	771.00	full	all	0.624242	12	12	594	435	0.87	0.590	myc-like oncogene
K09113	94.27	full	all	0.994819	1830	1732	8787	708	4.47	0.590	MAX-like protein X
K09114	99.63	full	all	0.990881	1978	1651	3570	296	4.26	0.590	MAX dimerization protein
K09115	145.27	full	all	0.983121	697	672	5666	631	4.32	0.590	MAX-binding protein
K09116	119.07	full	all	0.995953	527	497	825	328	5.26	0.590	damage-control phosphatase, subfamily I [EC:3.1.3.-]
K09117	50.03	full	all	0.995787	5955	4986	997	365	8.20	0.590	uncharacterized protein
K09118	175.23	full	all	1.000000	1984	1818	4997	1038	3.90	0.590	uncharacterized protein
K09119	67.93	full	all	0.988071	282	257	406	198	6.18	0.590	KEOPS complex subunit Cgi121
K09120	62.77	full	all	0.997732	485	443	622	248	5.43	0.590	endonuclease dU
K09121	118.83	full	all	0.998990	1573	1483	3287	555	6.07	0.590	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]
K09122	67.07	full	all	0.998694	1271	1150	1909	295	5.74	0.590	uncharacterized protein
K09123	460.50	full	all	1.000000	234	223	1369	607	1.16	0.591	cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]
K09124	223.80	full	all	1.000000	102	89	1331	800	4.17	0.590	uncharacterized protein
K09125	30.13	domain	all	0.999141	4981	4079	1818	342	12.91	0.590	queuosine precursor transporter
K09126	120.90	full	all	1.000000	259	228	423	198	2.33	0.590	uncharacterized protein
K09127	66.70	full	trim	0.984731	423	399	1713	391	11.28	0.590	CRISPR-associated protein Cmr3
K09128	109.63	domain	trim	0.977821	280	248	264	135	2.15	0.590	phosphomecalonate degydratase small subunit [EC:4.2.1.182]
K09129	182.13	full	all	0.997748	567	448	314	162	1.53	0.591	uncharacterized protein
K09130	303.27	full	all	0.987654	43	42	279	220	1.07	0.589	uncharacterized protein
K09131	24.10	domain	all	0.992519	4021	3321	1607	255	13.81	0.590	uncharacterized protein
K09132	72.37	full	all	1.000000	311	289	318	229	3.16	0.590	uncharacterized protein
K09133	190.27	full	all	1.000000	188	180	714	404	3.72	0.590	uncharacterized protein
K09134	577.00	full	all	1.000000	6	5	301	287	0.45	0.596	adenosyl-fluoride synthase [EC:2.5.1.63]
K09135	102.20	full	all	1.000000	131	113	181	129	2.14	0.590	uncharacterized protein
K09136	54.57	full	all	0.790431	2818	2479	5417	543	15.19	0.590	ribosomal protein S12 methylthiotransferase accessory factor
K09137	49.90	domain	all	0.996156	1065	912	796	182	7.96	0.590	uncharacterized protein
K09138	91.67	full	all	1.000000	475	449	953	421	9.83	0.590	uncharacterized protein
K09139	168.57	full	all	1.000000	166	154	492	220	1.27	0.589	uncharacterized protein
K09140	28.73	full	all	0.995485	1518	1439	3178	454	4.85	0.590	rRNA small subunit aminocarboxypropyltransferase [EC:2.5.1.157]
K09141	176.13	domain	all	0.842107	919	859	682	340	4.92	0.590	uncharacterized protein
K09142	106.10	full	all	0.981181	1387	1311	3395	551	6.22	0.590	methyltransferase [EC:2.1.1.-]
K09143	46.83	full	all	0.989570	259	240	370	133	3.88	0.590	uncharacterized protein
K09144	104.07	domain	all	0.932660	48	15	381	256	2.01	0.590	uncharacterized protein
K09145	75.17	full	all	0.990034	445	357	441	215	5.61	0.590	uncharacterized protein
K09146	90.60	full	all	0.998870	545	445	560	228	3.62	0.590	uncharacterized protein
K09147	70.97	full	trim	0.975585	159	137	406	181	3.24	0.590	uncharacterized protein
K09148	64.50	full	all	0.998390	359	312	260	170	2.39	0.590	uncharacterized protein
K09149	110.37	full	all	1.000000	148	134	447	233	3.58	0.590	uncharacterized protein
K09150	217.70	full	all	1.000000	345	315	1189	650	3.30	0.590	uncharacterized protein
K09152	62.93	full	all	0.995833	284	242	297	165	3.62	0.590	uncharacterized protein
K09153	72.13	domain	all	0.995940	444	372	412	192	5.34	0.590	small membrane protein
K09154	48.97	full	all	0.999017	536	510	584	238	6.06	0.590	uncharacterized protein
K09155	96.50	full	all	0.998548	746	689	1905	564	5.11	0.590	uncharacterized protein
K09156	77.97	domain	all	1.000000	303	259	716	304	4.90	0.590	taxis protein CheF
K09157	150.80	full	all	1.000000	1562	1310	753	437	4.20	0.590	uncharacterized protein
K09158	32.37	full	all	0.998420	2871	1899	446	135	5.90	0.590	uncharacterized protein
K09159	75.30	domain	all	0.913232	3583	2519	462	129	7.74	0.590	antitoxin CptB
K09160	60.40	full	all	0.999021	2683	2046	654	220	3.44	0.590	uncharacterized protein
K09161	92.40	full	all	1.000000	795	438	440	204	4.11	0.590	uncharacterized protein
K09162	330.57	full	all	1.000000	20	19	338	268	0.84	0.591	chlorite dismutase [EC:1.13.11.49]
K09163	164.13	full	all	0.998742	419	398	626	329	3.32	0.590	uncharacterized protein
K09164	83.27	full	all	1.000000	1798	1711	1865	427	7.09	0.590	uncharacterized protein
K09165	32.53	full	all	1.000000	2244	1793	356	178	5.97	0.590	dodecin
K09166	87.40	full	all	1.000000	1079	1009	1151	288	5.36	0.590	uncharacterized protein
K09167	110.43	domain	all	0.944694	2791	2430	1596	255	14.30	0.590	uncharacterized protein
K09168	895.83	full	trim	0.874901	451	337	2641	691	1.79	0.590	nuclear factor I/A
K09169	810.60	full	trim	0.957226	434	315	1819	823	0.97	0.590	nuclear factor I/B
K09170	829.97	full	all	0.959188	422	370	2813	771	1.84	0.590	nuclear factor I/C
K09171	872.83	full	all	0.909704	522	422	2185	660	1.39	0.590	nuclear factor I/X
K09172	653.77	full	trim	0.923612	203	188	3514	659	1.32	0.590	nuclear factor I, invertebrate
K09173	508.03	full	all	0.942185	1874	1758	8478	799	4.63	0.590	regulatory factor X 1/2/3
K09174	690.90	full	all	0.945577	548	502	3525	765	3.87	0.590	regulatory factor X 4
K09175	374.67	full	all	0.980003	795	786	10811	1431	6.53	0.590	DNA-binding protein RFX7
K09176	742.97	full	all	0.887362	927	675	3061	530	1.92	0.590	transcription factor AP-2 alpha/beta
K09177	734.63	full	trim	0.947969	460	392	1447	577	1.22	0.589	transcription factor AP-2 gamma
K09178	519.80	full	all	0.986400	440	262	1251	504	0.81	0.589	transcription factor AP-2 delta
K09179	727.57	full	all	0.878019	437	402	1827	535	1.41	0.591	transcription factor AP-2 epsilon
K09180	618.20	full	all	0.897091	208	193	1972	558	1.55	0.590	transcription factor AP-2, invertebrate
K09181	801.77	full	all	0.961433	2129	1895	2184	961	4.31	0.590	acetyltransferase
K09182	384.13	full	trim	0.920364	243	215	1542	484	2.21	0.590	GATA-binding protein 1
K09183	401.97	full	all	0.730429	752	709	4554	468	3.44	0.590	GATA-binding protein 4
K09184	128.60	domain	all	0.863527	532	526	7137	513	12.82	0.590	GATA-binding protein, other eukaryote
K09185	274.00	domain	all	0.951114	202	200	6515	1126	2.77	0.590	nuclear receptor subfamily 6 group A
K09186	1984.77	full	all	0.953292	561	561	15543	3326	3.31	0.590	[histone H3]-lysine4 N-trimethyltransferase MLL1 [EC:2.1.1.354]
K09187	2039.57	domain	all	0.996129	390	390	16057	5105	1.16	0.590	[histone H3]-lysine4 N-trimethyltransferase MLL2 [EC:2.1.1.354]
K09188	1531.57	domain	all	0.929259	795	794	36438	3526	3.34	0.590	[histone H3]-lysine4 N-trimethyltransferase MLL3 [EC:2.1.1.354]
K09189	661.33	domain	all	0.954902	598	590	12981	1438	4.44	0.590	[histone H3]-lysine4 N-trimethyltransferase MLL5 [EC:2.1.1.354]
K09190	52.67	full	all	0.998119	895	796	1350	334	5.42	0.590	uncharacterized protein
K09191	264.50	domain	all	0.029217	2995	2966	13515	507	9.34	0.590	general transcription factor IIIA
K09192	376.63	domain	all	0.997512	433	401	2011	772	1.19	0.590	transcription factor Sp2
K09193	679.70	domain	all	0.971883	611	567	3982	870	2.18	0.590	transcription factor Sp3
K09194	581.63	domain	trim	0.928846	485	430	3422	753	2.56	0.590	transcription factor Sp4
K09195	306.50	domain	trim	0.931809	808	724	2635	383	2.41	0.590	transcription factor Sp5
K09196	375.50	domain	all	0.985132	387	339	761	414	0.99	0.591	transcription factor Sp6
K09197	557.93	domain	all	0.982902	383	330	1270	652	1.63	0.590	transcription factor Sp7
K09198	645.67	domain	trim	0.856511	523	460	2294	710	2.03	0.591	transcription factor Sp8
K09199	735.60	domain	all	0.862097	446	335	2560	670	1.76	0.590	transcription factor Sp9
K09200	360.57	domain	all	0.519807	225	219	3859	556	2.56	0.590	transcription factor Sp, invertebrate
K09201	376.17	domain	all	0.899126	964	787	3390	489	2.27	0.590	transcription factor YY
K09202	289.30	domain	all	0.977404	67	67	1636	781	2.71	0.590	regulatory protein SWI5
K09203	372.50	domain	all	0.884495	672	620	3925	531	3.03	0.590	early growth response protein 1
K09204	349.20	domain	all	0.813066	373	360	1651	391	2.37	0.590	krueppel-like factor 1
K09205	331.10	domain	all	0.845355	1084	956	4251	473	4.21	0.590	krueppel-like factor 8/12
K09206	275.77	domain	all	0.956594	1049	968	3542	428	2.74	0.590	krueppel-like factor 5
K09207	279.63	domain	all	0.936544	1441	1199	3280	406	3.47	0.590	krueppel-like factor 6/7
K09208	221.27	domain	all	0.960998	1380	1155	2479	340	5.02	0.590	krueppel-like factor 9/13/14/16
K09209	275.83	domain	all	0.977213	1062	1032	3565	557	2.85	0.590	krueppel-like factor 10/11
K09210	220.57	domain	all	0.982987	934	892	2537	473	4.15	0.590	krueppel-like factor 15
K09211	296.90	domain	all	0.993939	174	168	1022	439	1.68	0.590	krueppel-like factor 17
K09213	242.60	domain	all	0.968315	218	216	4757	678	3.03	0.590	hunchback
K09214	251.57	domain	trim	0.920130	299	284	2943	450	3.43	0.590	glass
K09215	160.43	domain	all	0.995011	1586	1312	5381	472	3.00	0.590	odd-skipped
K09216	127.27	domain	all	0.994444	1309	1174	5917	393	2.63	0.590	ovo
K09217	378.37	domain	trim	0.871890	295	281	1377	434	1.59	0.590	snail 3
K09219	281.20	domain	all	0.983373	1256	1101	3195	365	2.47	0.591	scratch
K09220	204.70	domain	all	0.984326	2465	2197	4443	555	3.97	0.590	IKAROS family zinc finger protein
K09221	481.77	domain	all	0.956021	213	203	2300	886	3.17	0.590	myeloid zinc finger protein 1
K09222	265.30	domain	all	0.993776	489	485	6128	946	2.78	0.590	RE1-silencing transcription factor
K09223	196.37	domain	all	0.976824	1738	1665	5059	406	4.16	0.590	growth factor independent 1
K09224	750.97	domain	all	0.877566	458	279	1799	512	1.38	0.591	zinc finger protein ZIC 1
K09225	630.23	domain	all	0.674411	726	690	3635	577	2.50	0.590	zinc finger protein ZIC 4
K09226	728.43	domain	trim	0.826039	477	437	2203	617	2.05	0.590	zinc finger protein ZIC 5
K09227	520.63	domain	trim	0.756111	150	134	1452	430	1.17	0.590	zinc finger protein ZIC, invertebrate
K09228	350.63	full	all	0.653461	71254	42029	397929	754	7.67	0.590	KRAB domain-containing zinc finger protein
K09229	575.03	domain	all	0.392836	4653	4490	34252	872	6.37	0.590	KRAB and SCAN domains-containing zinc finger protein
K09230	439.00	domain	all	0.256324	4959	4735	29906	1048	12.91	0.590	SCAN domain-containing zinc finger protein
K09231	234.83	domain	trim	0.962666	227	207	2139	522	2.59	0.590	krueppel
K09232	396.37	domain	trim	0.965405	1160	1146	5686	747	2.64	0.590	zinc finger protein GLIS1/3
K09233	316.10	domain	all	0.989012	762	734	2944	475	2.20	0.590	zinc finger protein GLIS2
K09234	268.47	domain	all	0.993896	559	492	2415	569	1.71	0.591	Wilms tumor protein 1
K09235	116.17	full	all	1.000000	32	32	1286	446	3.75	0.590	zinc finger protein RME1
K09236	141.63	full	all	0.999060	1629	1595	6389	1094	1.97	0.590	teashirt
K09237	334.47	domain	all	0.962319	213	206	2550	595	2.47	0.590	tramtrack
K09238	239.87	domain	all	0.854167	44	43	1993	663	2.80	0.590	metallothionein expression activator
K09239	188.40	domain	all	0.999707	1711	1706	16405	2030	7.02	0.590	human immunodeficiency virus type I enhancer-binding protein
K09240	809.77	full	all	1.000000	35	35	2704	1154	1.50	0.590	transcriptional regulatory protein CAT8
K09241	319.87	full	all	0.980814	105	103	2699	765	4.05	0.590	transcriptional regulatory protein GAL4
K09242	273.63	full	all	1.000000	63	63	2029	799	2.91	0.590	transcriptional regulatory protein LEU3
K09243	105.77	full	all	1.000000	41	41	2245	615	4.98	0.590	transcriptional regulatory protein UME6
K09244	645.73	full	all	1.000000	36	36	1048	745	1.17	0.590	transcriptional regulatory protein AMDR
K09245	225.57	full	all	0.982456	87	87	1921	574	4.71	0.590	transcriptional activator protein UGA3
K09246	161.80	full	all	1.000000	127	127	3360	876	4.68	0.590	arginine metabolism regulation protein II
K09247	612.20	full	all	1.000000	23	23	2596	1331	1.43	0.590	heme activator protein 1
K09248	258.70	domain	all	0.938601	134	132	2487	788	6.87	0.590	proline utilization trans-activator
K09249	494.47	full	all	1.000000	17	17	1315	607	1.08	0.588	ARS-binding factor 1
K09250	107.53	full	all	0.855612	2133	1656	4125	256	8.61	0.590	cellular nucleic acid-binding protein
K09251	497.43	domain	trim	0.940943	760	607	917	443	2.27	0.590	putrescine aminotransferase [EC:2.6.1.82]
K09252	332.90	full	all	0.974588	310	310	3896	1023	3.44	0.590	feruloyl esterase [EC:3.1.1.73]
K09253	541.60	full	trim	0.980693	380	368	2652	677	1.99	0.590	transcription factor RelB
K09254	540.43	full	all	0.888258	759	736	4524	659	4.23	0.590	c-Rel proto-oncogene protein
K09255	3158.27	full	all	0.745211	1015	1014	55458	3226	5.43	0.590	ankyrin-2
K09256	159.57	domain	all	1.000000	407	389	1212	435	4.38	0.590	NF-kappa-B inhibitor-like protein 1
K09257	365.20	domain	all	1.000000	624	624	6127	1464	4.68	0.590	NF-kappa-B inhibitor-like protein 2
K09258	283.97	domain	trim	0.965132	368	347	2433	556	3.99	0.590	B-cell CLL/lymphoma 3 protein
K09259	3805.13	full	trim	0.966566	572	388	7696	4441	0.81	0.590	ankyrin-3
K09260	543.70	full	all	0.882916	724	682	3490	751	3.57	0.590	MADS-box transcription enhancer factor 2A
K09261	425.47	full	all	0.974742	386	363	1647	508	1.68	0.590	MADS-box transcription enhancer factor 2B
K09262	723.73	full	all	0.967132	510	470	2230	568	1.45	0.590	MADS-box transcription enhancer factor 2D
K09264	195.17	full	all	0.936100	4067	3757	4557	406	8.98	0.590	MADS-box transcription factor, plant
K09265	178.97	domain	trim	0.894179	167	166	3713	479	4.32	0.590	transcription factor RLM1
K09266	247.87	domain	all	0.965900	108	91	781	261	2.21	0.590	sex-determining region Y protein (SOX group A)
K09267	224.87	domain	all	0.653788	2717	2101	5881	467	5.47	0.590	transcription factor SOX1/3/14/21 (SOX group B)
